epoch,step,test/AP/stenosis,test/F1,test/loss,test/mAP_30,test/mAP_50,test/mAP_50_95,test/mAP_75,test/mAR,test/precision,test/recall,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/stenosis,val/F1,val/ema_mAP_30,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_30,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
13,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03555074706673622,0.2482384890317917,0.32790571451187134,0.1997964233160019,0.05152164772152901,0.27775120735168457,11.331477165222168,0.2731781601905823,0.14641059935092926,0.03555074706673622,0.003803138853982091,0.24138756096363068,0.38747885823249817,0.18261562287807465
13,3191,,,,,,,,,,,3709.221923828125,3861.3095703125,3767.466064453125,3791.835693359375,3828.802734375,0.001686652540229261,8.395607948303223,0.032903607934713364,0.03361180052161217,0.033312875777482986,0.03327661007642746,0.03262957185506821,0.7792375087738037,0.82713383436203,0.7950329184532166,0.7820680737495422,0.9159991145133972,0.34691107273101807,0.349057137966156,0.34843435883522034,0.34866708517074585,0.3406637907028198,,,,,,,,,,,,,,,,,
14,3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.956006397260353e-05,9.956006397260353e-05,3.2183429539145436e-06,,,,,,,,,,,,,,
14,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.952754044206813e-05,9.952754044206813e-05,3.217291578039294e-06,,,,,,,,,,,,,,
14,3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.949386003427207e-05,9.949386003427207e-05,3.216202912881272e-06,,,,,,,,,,,,,,
14,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.945903002517298e-05,9.945903002517298e-05,3.215076958440477e-06,,,,,,,,,,,,,,
14,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.942304313881323e-05,9.942304313881323e-05,3.2139137147169095e-06,,,,,,,,,,,,,,
14,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326605960726738,0.2335357367992401,0.3138398230075836,0.1893298476934433,0.050921738147735596,0.2773524820804596,11.029053688049316,0.2789583206176758,0.12718957662582397,0.0326605960726738,0.008709974586963654,0.25334927439689636,0.2818489372730255,0.19936203956604004
14,3419,,,,,,,,,,,3735.93701171875,3859.652587890625,3695.065185546875,3741.4052734375,3805.609130859375,-2.049563221362405e-07,8.229978561401367,0.032112982124090195,0.03287367522716522,0.03270094841718674,0.03242310881614685,0.031828247010707855,0.7641708254814148,0.8126772046089172,0.7776009440422058,0.7672021389007568,0.9068519473075867,0.3391585052013397,0.3415878713130951,0.34136635065078735,0.3405466675758362,0.3332298994064331,,,,,,,,,,,,,,,,,
15,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.938590665115044e-05,9.938590665115044e-05,3.212713181710569e-06,,,,,,,,,,,,,,
15,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93476205621846e-05,9.93476205621846e-05,3.2114755867951317e-06,,,,,,,,,,,,,,
15,3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.930817759595811e-05,9.930817759595811e-05,3.2102007025969215e-06,,,,,,,,,,,,,,
15,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92675923043862e-05,9.92675923043862e-05,3.208888756489614e-06,,,,,,,,,,,,,,
15,3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04120071232318878,0.27067670226097107,0.3227953612804413,0.179705411195755,0.046793241053819656,0.27814993262290955,11.131178855895996,0.3239848017692566,0.17746296525001526,0.04120071232318878,0.0054277717135846615,0.24314194917678833,0.30387288331985474,0.24401913583278656
15,3647,,,,,,,,,,,3756.540771484375,3869.376953125,3692.359619140625,3733.815185546875,3807.6884765625,-2.2587023806863726e-07,8.120434761047363,0.03154180943965912,0.0323161818087101,0.03202367201447487,0.03175343573093414,0.03129070624709129,0.7556257843971252,0.8022379875183105,0.7675198316574097,0.7593649625778198,0.8968703746795654,0.33466944098472595,0.3362942934036255,0.3365973234176636,0.3360404968261719,0.32849234342575073,,,,,,,,,,,,,,,,,
16,3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.922585741151124e-05,9.922585741151124e-05,3.2075397484732093e-06,,,,,,,,,,,,,,
16,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.918298019329086e-05,9.918298019329086e-05,3.206153451174032e-06,,,,,,,,,,,,,,
16,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.913895337376744e-05,9.913895337376744e-05,3.2047303193394328e-06,,,,,,,,,,,,,,
16,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.909378422889858e-05,9.909378422889858e-05,3.2032701255957363e-06,,,,,,,,,,,,,,
16,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.904746548272669e-05,9.904746548272669e-05,3.2017728699429426e-06,,,,,,,,,,,,,,
16,3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033142101019620895,0.24801865220069885,0.29453539848327637,0.15122857689857483,0.040489256381988525,0.2702551782131195,11.019540786743164,0.28311827778816223,0.12831303477287292,0.033142101019620895,0.00578679982572794,0.2551833987236023,0.29854097962379456,0.21212121844291687
16,3875,,,,,,,,,,,3730.3505859375,3839.931396484375,3651.9814453125,3669.253173828125,3752.32958984375,-2.091391024805489e-07,8.033551216125488,0.03149724379181862,0.031757548451423645,0.031728412955999374,0.031536683440208435,0.03094840794801712,0.7431046962738037,0.7916361689567566,0.756864607334137,0.7482659816741943,0.8853350877761841,0.3330081105232239,0.33335092663764954,0.3342145085334778,0.3332534730434418,0.3266753554344177,,,,,,,,,,,,,,,,,
17,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.900000441120937e-05,9.900000441120937e-05,3.200238779754727e-06,,,,,,,,,,,,,,
17,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.895140829030424e-05,9.895140829030424e-05,3.1986676276574144e-06,,,,,,,,,,,,,,
17,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.890166256809607e-05,9.890166256809607e-05,3.1970598683983553e-06,,,,,,,,,,,,,,
17,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88507890724577e-05,9.88507890724577e-05,3.195415047230199e-06,,,,,,,,,,,,,,
17,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.879876597551629e-05,9.879876597551629e-05,3.1937336189002963e-06,,,,,,,,,,,,,,
17,4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03419690206646919,0.24460431933403015,0.3068181276321411,0.15312550961971283,0.040803197771310806,0.268899530172348,11.126145362854004,0.26004013419151306,0.13355036079883575,0.03419690206646919,0.006341047119349241,0.23524720966815948,0.30685919523239136,0.2033492773771286
17,4103,,,,,,,,,,,3715.939453125,3845.79833984375,3608.821044921875,3663.932861328125,3761.560546875,-2.342357987572541e-07,7.937564373016357,0.03079511784017086,0.03161546215415001,0.031179841607809067,0.030866459012031555,0.031238362193107605,0.7395410537719727,0.7841795086860657,0.7514029145240784,0.7441729307174683,0.8714842796325684,0.32619377970695496,0.32877057790756226,0.32767125964164734,0.32630154490470886,0.3252140283584595,,,,,,,,,,,,,,,,,
18,4149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.874561510514468e-05,9.874561510514468e-05,3.1920153560349718e-06,,,,,,,,,,,,,,
18,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.869132190942764e-05,9.869132190942764e-05,3.1902602586342255e-06,,,,,,,,,,,,,,
18,4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86358936643228e-05,9.86358936643228e-05,3.1884687814454082e-06,,,,,,,,,,,,,,
18,4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.857933764578775e-05,9.857933764578775e-05,3.186640469721169e-06,,,,,,,,,,,,,,
18,4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032623954117298126,0.23911111056804657,0.3080908954143524,0.1568857878446579,0.04169721156358719,0.2685805559158325,11.708901405334473,0.26759064197540283,0.13073010742664337,0.032623954117298126,0.004591353237628937,0.24752791225910187,0.2700803279876709,0.21451355516910553
18,4331,,,,,,,,,,,3669.81201171875,3826.248046875,3608.78125,3656.529541015625,3769.381103515625,-2.2587023806863726e-07,7.871997833251953,0.030693748965859413,0.03133457526564598,0.03119076043367386,0.030842196196317673,0.03125797212123871,0.7331312298774719,0.7706156969070435,0.7411298751831055,0.7357141375541687,0.858544111251831,0.3238068222999573,0.3268545866012573,0.3268699049949646,0.3250274062156677,0.32556915283203125,,,,,,,,,,,,,,,,,
19,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.852164657786489e-05,9.852164657786489e-05,3.184775550835184e-06,,,,,,,,,,,,,,
19,4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846282773651183e-05,9.846282773651183e-05,3.182874024787452e-06,,,,,,,,,,,,,,
19,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.840288112172857e-05,9.840288112172857e-05,3.1809361189516494e-06,,,,,,,,,,,,,,
19,4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83417994575575e-05,9.83417994575575e-05,3.178961833327776e-06,,,,,,,,,,,,,,
19,4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.827959729591385e-05,9.827959729591385e-05,3.1769511679158313e-06,,,,,,,,,,,,,,
19,4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03546198830008507,0.272538423538208,0.29922807216644287,0.1406906545162201,0.038682546466588974,0.270574152469635,11.285663604736328,0.28881239891052246,0.1529233753681183,0.03546198830008507,0.005237168166786432,0.2689792811870575,0.28447529673576355,0.2615630030632019
19,4559,,,,,,,,,,,3694.5224609375,3828.0,3561.019775390625,3644.050537109375,3755.194580078125,-2.2168745772432885e-07,7.799760818481445,0.03035076893866062,0.031045934185385704,0.030663901939988136,0.030403148382902145,0.030997484922409058,0.724443256855011,0.7648777365684509,0.7339339852333069,0.7274079322814941,0.8503364324569702,0.32123643159866333,0.32541653513908386,0.32308828830718994,0.3219321072101593,0.3240557014942169,,,,,,,,,,,,,,,,,
20,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.821627463679761e-05,9.821627463679761e-05,3.1749038953421405e-06,,,,,,,,,,,,,,
20,4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.815181692829356e-05,9.815181692829356e-05,3.1728206977277296e-06,,,,,,,,,,,,,,
20,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.808624599827453e-05,9.808624599827453e-05,3.1707008929515723e-06,,,,,,,,,,,,,,
20,4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.801955457078293e-05,9.801955457078293e-05,3.1685449357610196e-06,,,,,,,,,,,,,,
20,4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02562735788524151,0.23080259561538696,0.27681517601013184,0.1324251890182495,0.0377359464764595,0.26523125171661377,11.205970764160156,0.24439650774002075,0.10494294762611389,0.02562735788524151,0.00393503624945879,0.260606050491333,0.25309228897094727,0.21212121844291687
20,4787,,,,,,,,,,,3773.50146484375,3859.576416015625,3560.683349609375,3686.88525390625,3783.621826171875,-2.091391024805489e-07,7.755111217498779,0.029859358444809914,0.030598923563957214,0.03023485280573368,0.0299795251339674,0.030336715281009674,0.7236045598983765,0.7629706859588623,0.7336844205856323,0.7266781330108643,0.8441061973571777,0.3192373216152191,0.32307150959968567,0.32138562202453613,0.3199462890625,0.3208733797073364,,,,,,,,,,,,,,,,,
21,4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.795174264581874e-05,9.795174264581874e-05,3.166353053529747e-06,,,,,,,,,,,,,,
21,4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.788281749933958e-05,9.788281749933958e-05,3.164124791510403e-06,,,,,,,,,,,,,,
21,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.781277185538784e-05,9.781277185538784e-05,3.1618606044503395e-06,,,,,,,,,,,,,,
21,4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.774161298992112e-05,9.774161298992112e-05,3.1595604923495557e-06,,,,,,,,,,,,,,
21,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.766934090293944e-05,9.766934090293944e-05,3.1572242278343765e-06,,,,,,,,,,,,,,
21,5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032062169164419174,0.23822464048862457,0.27369424700737,0.1166900247335434,0.031528815627098083,0.26299840211868286,11.408769607543945,0.30537092685699463,0.11841446161270142,0.032062169164419174,0.006748938467353582,0.2544656991958618,0.27568134665489197,0.20972886681556702
21,5015,,,,,,,,,,,3756.725341796875,3859.8623046875,3518.283447265625,3644.57177734375,3754.86572265625,-2.2168745772432885e-07,7.619256973266602,0.02931780368089676,0.030017899349331856,0.02950674667954445,0.02931787073612213,0.029980624094605446,0.7125310301780701,0.7454904317855835,0.7221875190734863,0.7159419655799866,0.8297909498214722,0.3133639395236969,0.31736594438552856,0.3145986497402191,0.3137803375720978,0.3171948492527008,,,,,,,,,,,,,,,,,
22,5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75959628704004e-05,9.75959628704004e-05,3.1548522656521527e-06,,,,,,,,,,,,,,
22,5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7521478892304e-05,9.7521478892304e-05,3.152444378429209e-06,,,,,,,,,,,,,,
22,5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.744588169269264e-05,9.744588169269264e-05,3.150000566165545e-06,,,,,,,,,,,,,,
22,5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.736917854752392e-05,9.736917854752392e-05,3.147521283608512e-06,,,,,,,,,,,,,,
22,5243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02117103897035122,0.2145804613828659,0.26685142517089844,0.11078052967786789,0.02947448007762432,0.2571770250797272,11.80223274230957,0.2321433275938034,0.09015963226556778,0.02117103897035122,0.001836220035329461,0.21371610462665558,0.25242719054222107,0.1866028755903244
22,5243,,,,,,,,,,,3625.604248046875,3817.753662109375,3503.14697265625,3675.15673828125,3659.142578125,-2.049563221362405e-07,7.551682472229004,0.0289468877017498,0.02966693416237831,0.029150590300559998,0.028982019051909447,0.02976955845952034,0.7065047025680542,0.7393002510070801,0.7143800854682922,0.7091723084449768,0.8171637654304504,0.3115578591823578,0.31498053669929504,0.3128623962402344,0.3116200864315033,0.31527388095855713,,,,,,,,,,,,,,,,,
23,5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.729137673275545e-05,9.729137673275545e-05,3.1450063033844344e-06,,,,,,,,,,,,,,
23,5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.721246897242963e-05,9.721246897242963e-05,3.1424556254933123e-06,,,,,,,,,,,,,,
23,5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.713246981846169e-05,9.713246981846169e-05,3.1398692499351455e-06,,,,,,,,,,,,,,
23,5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.705136471893638e-05,9.705136471893638e-05,3.137247631457285e-06,,,,,,,,,,,,,,
23,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.696916822576895e-05,9.696916822576895e-05,3.1345905426860554e-06,,,,,,,,,,,,,,
23,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04403848946094513,0.24057970941066742,0.2947661876678467,0.12866716086864471,0.035419613122940063,0.2685805559158325,11.107110977172852,0.3241235613822937,0.14932824671268463,0.04403848946094513,0.010142270475625992,0.2740829288959503,0.30514705181121826,0.1985645890235901
23,5471,,,,,,,,,,,3582.691162109375,3796.273681640625,3562.25927734375,3652.5126953125,3709.60791015625,-2.5514970047879615e-07,7.494093894958496,0.02887754514813423,0.029474040493369102,0.028976304456591606,0.028954656794667244,0.029462292790412903,0.7019002437591553,0.7340958118438721,0.7084608674049377,0.7032784819602966,0.8142455816268921,0.3088769018650055,0.3118168115615845,0.30955249071121216,0.30947327613830566,0.31197211146354675,,,,,,,,,,,,,,,,,
24,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.688587306300178e-05,9.688587306300178e-05,3.1318979836214567e-06,,,,,,,,,,,,,,
24,5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68014937825501e-05,9.68014937825501e-05,3.1291704090108396e-06,,,,,,,,,,,,,,
24,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.671601583249867e-05,9.671601583249867e-05,3.1264073641068535e-06,,,,,,,,,,,,,,
24,5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.662945376476273e-05,9.662945376476273e-05,3.1236090762831736e-06,,,,,,,,,,,,,,
24,5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.654180757934228e-05,9.654180757934228e-05,3.120776000287151e-06,,,,,,,,,,,,,,
24,5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04290344938635826,0.256582111120224,0.2933150827884674,0.13057594001293182,0.035902027040719986,0.27009570598602295,11.135872840881348,0.31873053312301636,0.14883466064929962,0.04290344938635826,0.010811441577970982,0.2775917053222656,0.32095807790756226,0.21371610462665558
24,5699,,,,,,,,,,,3491.261474609375,3815.94287109375,3440.663330078125,3607.993896484375,3689.622314453125,-2.1750466316916572e-07,7.431463718414307,0.0283364187926054,0.02885502018034458,0.028624575585126877,0.02835037000477314,0.029224645346403122,0.6962357759475708,0.7305959463119507,0.7037586569786072,0.6999067068099976,0.8049491047859192,0.3057728111743927,0.30909642577171326,0.3074171543121338,0.3061356246471405,0.3111039102077484,,,,,,,,,,,,,,,,,
25,5749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.645307727623731e-05,9.645307727623731e-05,3.1179076813714346e-06,,,,,,,,,,,,,,
25,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.636326285544783e-05,9.636326285544783e-05,3.1150043469097e-06,,,,,,,,,,,,,,
25,5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.627237159293145e-05,9.627237159293145e-05,3.1120662242756225e-06,,,,,,,,,,,,,,
25,5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618040348868817e-05,9.618040348868817e-05,3.109093086095527e-06,,,,,,,,,,,,,,
25,5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030320633202791214,0.23083198070526123,0.27956727147102356,0.12686948478221893,0.03388866409659386,0.2687400281429291,11.908003807067871,0.26370665431022644,0.11778674274682999,0.030320633202791214,0.006318691186606884,0.2590909004211426,0.23622705042362213,0.22567783296108246
25,5927,,,,,,,,,,,3697.663330078125,3809.94873046875,3477.9013671875,3608.729736328125,3692.622802734375,-2.049563221362405e-07,7.413272380828857,0.028224192559719086,0.02910873293876648,0.028669673949480057,0.028365222737193108,0.029262706637382507,0.696509599685669,0.7246209383010864,0.7018455266952515,0.697898805141449,0.8011839985847473,0.3042357265949249,0.3089488744735718,0.307193398475647,0.30537453293800354,0.3107786774635315,,,,,,,,,,,,,,,,,
26,5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6087358542718e-05,9.6087358542718e-05,3.1060853871167637e-06,,,,,,,,,,,,,,
26,5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.599323675502092e-05,9.599323675502092e-05,3.103042899965658e-06,,,,,,,,,,,,,,
26,6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.589804540155455e-05,9.589804540155455e-05,3.0999658520158846e-06,,,,,,,,,,,,,,
26,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.580179175827652e-05,9.580179175827652e-05,3.0968544706411194e-06,,,,,,,,,,,,,,
26,6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57044685492292e-05,9.57044685492292e-05,3.0937083010940114e-06,,,,,,,,,,,,,,
26,6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03131065145134926,0.2288428395986557,0.26630914211273193,0.11583922803401947,0.0326446071267128,0.26180222630500793,11.286954879760742,0.2759615182876587,0.11119133979082108,0.03131065145134926,0.008284422568976879,0.2583732008934021,0.2495291829109192,0.21132376790046692
26,6155,,,,,,,,,,,3710.238525390625,3839.836181640625,3601.562744140625,3689.930419921875,3755.73046875,-2.3005301841294568e-07,7.324037551879883,0.02763299085199833,0.028360266238451004,0.027897214516997337,0.027702325955033302,0.028863269835710526,0.6888656616210938,0.7183861136436462,0.6965205669403076,0.6915192008018494,0.7892767190933228,0.3010365962982178,0.30511265993118286,0.30226707458496094,0.30145928263664246,0.30872011184692383,,,,,,,,,,,,,,,,,
27,6199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56060757744126e-05,9.56060757744126e-05,3.0905277981219115e-06,,,,,,,,,,,,,,
27,6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.550662798574194e-05,9.550662798574194e-05,3.0873129617248196e-06,,,,,,,,,,,,,,
27,6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.540611790725961e-05,9.540611790725961e-05,3.0840640192764113e-06,,,,,,,,,,,,,,
27,6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.530455281492323e-05,9.530455281492323e-05,3.080780743403011e-06,,,,,,,,,,,,,,
27,6383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03127466142177582,0.25075528025627136,0.25801581144332886,0.11334933340549469,0.03194231167435646,0.2618819773197174,11.389140129089355,0.2751691937446594,0.11722364276647568,0.03127466142177582,0.007056914269924164,0.25374799966812134,0.238163560628891,0.2647528052330017
27,6383,,,,,,,,,,,3750.15234375,3838.872314453125,3568.5947265625,3700.59814453125,3671.08056640625,-2.0077354179193208e-07,7.260676383972168,0.027443300932645798,0.02810063771903515,0.02768554538488388,0.027507470920681953,0.028261812403798103,0.6813732385635376,0.7101096510887146,0.6885643005371094,0.6836156249046326,0.782404363155365,0.29941314458847046,0.304190456867218,0.301107794046402,0.29967206716537476,0.3054253160953522,,,,,,,,,,,,,,,,,
28,6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.520193270873278e-05,9.520193270873278e-05,3.0774635888519697e-06,,,,,,,,,,,,,,
28,6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.509825758868828e-05,9.509825758868828e-05,3.0741121008759364e-06,,,,,,,,,,,,,,
28,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.499353473074734e-05,9.499353473074734e-05,3.0707269615959376e-06,,,,,,,,,,,,,,
28,6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.488776413490996e-05,9.488776413490996e-05,3.0673079436382977e-06,,,,,,,,,,,,,,
28,6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.478094580117613e-05,9.478094580117613e-05,3.063855047003017e-06,,,,,,,,,,,,,,
28,6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025371963158249855,0.228443443775177,0.23399485647678375,0.10270892828702927,0.028859799727797508,0.25813397765159607,11.564345359802246,0.21295438706874847,0.0966445654630661,0.025371963158249855,0.005168423056602478,0.23755981028079987,0.21473684906959534,0.24401913583278656
28,6611,,,,,,,,,,,3612.743408203125,3835.08984375,3448.86181640625,3634.516357421875,3676.377197265625,-2.2168745772432885e-07,7.179474353790283,0.026832815259695053,0.027423221617937088,0.027034468948841095,0.026820579543709755,0.027790192514657974,0.6798352003097534,0.7063344120979309,0.6862099766731262,0.6821571588516235,0.7773503065109253,0.29435884952545166,0.2982882559299469,0.2957906424999237,0.2947629690170288,0.30083900690078735,,,,,,,,,,,,,,,,,
29,6649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.467308700550348e-05,9.467308700550348e-05,3.060368271690095e-06,,,,,,,,,,,,,,
29,6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45641950238496e-05,9.45641950238496e-05,3.056848299820558e-06,,,,,,,,,,,,,,
29,6749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44542553042993e-05,9.44542553042993e-05,3.0532944492733805e-06,,,,,,,,,,,,,,
29,6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.434328967472538e-05,9.434328967472538e-05,3.049707402169588e-06,,,,,,,,,,,,,,
29,6839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03834331035614014,0.2565099000930786,0.24504470825195312,0.11020763218402863,0.030856039375066757,0.24760764837265015,11.50389575958252,0.25977131724357605,0.13060232996940613,0.03834331035614014,0.012157415971159935,0.23803827166557312,0.25018954277038574,0.2631579041481018
29,6839,,,,,,,,,,,3723.243408203125,3827.203857421875,3529.19287109375,3726.336181640625,3736.66064453125,-2.2587023806863726e-07,7.156651973724365,0.02673833817243576,0.027496322989463806,0.027095161378383636,0.026825541630387306,0.027879921719431877,0.6762228012084961,0.7029286026954651,0.6814821362495422,0.6780740022659302,0.7692135572433472,0.29332631826400757,0.2987436354160309,0.2960384488105774,0.2943340241909027,0.30183491110801697,,,,,,,,,,,,,,,,,
30,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.423128358321264e-05,9.423128358321264e-05,3.04608670376183e-06,,,,,,,,,,,,,,
30,6899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41182515816763e-05,9.41182515816763e-05,3.0424330361711327e-06,,,,,,,,,,,,,,
30,6949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.400419367011636e-05,9.400419367011636e-05,3.0387459446501452e-06,,,,,,,,,,,,,,
30,6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.388911712449044e-05,9.388911712449044e-05,3.0350258839462185e-06,,,,,,,,,,,,,,
30,7049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.377301466884091e-05,9.377301466884091e-05,3.0312728540593525e-06,,,,,,,,,,,,,,
30,7067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02473457343876362,0.21490195393562317,0.24318145215511322,0.11578274518251419,0.03447338938713074,0.25271132588386536,11.883005142211914,0.20416387915611267,0.08764666318893433,0.02473457343876362,0.006991802714765072,0.23349282145500183,0.2114197462797165,0.2185007929801941
